PlayerID	SessionID	PlayTime	PlayTime-Active	PlayTime-Idle	PlayerAttributes	QuitLevel	QuitLevel-EventName	QuitLevel-NodeID	QuitType	QuitType-BetweenLevels	QuitType-OnFail	QuitType-OnCheckpoint	QuitType-Other	SkillSequenceCount	SkillSequenceCount-Event Sequence	SnippetReceivedCount	SnippetReceivedCount-Bad	SnippetReceivedCount-Good	SnippetReceivedCount-Great	TopAttribute	TopAttribute-Names	TotalFails	WorstAttribute	WorstAttribute-Names	lvl1_AttributeView	lvl2_AttributeView	lvl3_AttributeView	lvl4_AttributeView	lvl5_AttributeView	lvl6_AttributeView	lvl1_EditorNoteOpen	lvl2_EditorNoteOpen	lvl3_EditorNoteOpen	lvl4_EditorNoteOpen	lvl5_EditorNoteOpen	lvl6_EditorNoteOpen	lvl1_FailureAttributes	lvl2_FailureAttributes	lvl3_FailureAttributes	lvl4_FailureAttributes	lvl5_FailureAttributes	lvl6_FailureAttributes	lvl1_FailureCount	lvl1_FailureCount-OutOfTime	lvl1_FailureCount-LowAttribute	lvl2_FailureCount	lvl2_FailureCount-OutOfTime	lvl2_FailureCount-LowAttribute	lvl3_FailureCount	lvl3_FailureCount-OutOfTime	lvl3_FailureCount-LowAttribute	lvl4_FailureCount	lvl4_FailureCount-OutOfTime	lvl4_FailureCount-LowAttribute	lvl5_FailureCount	lvl5_FailureCount-OutOfTime	lvl5_FailureCount-LowAttribute	lvl6_FailureCount	lvl6_FailureCount-OutOfTime	lvl6_FailureCount-LowAttribute	lvl1_FinalAttributes	lvl2_FinalAttributes	lvl3_FinalAttributes	lvl4_FinalAttributes	lvl5_FinalAttributes	lvl6_FinalAttributes	lvl1_LevelCompleted	lvl2_LevelCompleted	lvl3_LevelCompleted	lvl4_LevelCompleted	lvl5_LevelCompleted	lvl6_LevelCompleted	lvl1_SnippetsCollected	lvl1_SnippetsCollected-Qualities	lvl1_SnippetsCollected-Types	lvl2_SnippetsCollected	lvl2_SnippetsCollected-Qualities	lvl2_SnippetsCollected-Types	lvl3_SnippetsCollected	lvl3_SnippetsCollected-Qualities	lvl3_SnippetsCollected-Types	lvl4_SnippetsCollected	lvl4_SnippetsCollected-Qualities	lvl4_SnippetsCollected-Types	lvl5_SnippetsCollected	lvl5_SnippetsCollected-Qualities	lvl5_SnippetsCollected-Types	lvl6_SnippetsCollected	lvl6_SnippetsCollected-Qualities	lvl6_SnippetsCollected-Types	lvl1_SnippetsSubmitted	lvl2_SnippetsSubmitted	lvl3_SnippetsSubmitted	lvl4_SnippetsSubmitted	lvl5_SnippetsSubmitted	lvl6_SnippetsSubmitted	lvl1_StoryAlignment	lvl2_StoryAlignment	lvl3_StoryAlignment	lvl4_StoryAlignment	lvl5_StoryAlignment	lvl6_StoryAlignment	lvl1_StoryAlignmentSequence	lvl2_StoryAlignmentSequence	lvl3_StoryAlignmentSequence	lvl4_StoryAlignmentSequence	lvl5_StoryAlignmentSequence	lvl6_StoryAlignmentSequence	lvl1_StoryScore	lvl2_StoryScore	lvl3_StoryScore	lvl4_StoryScore	lvl5_StoryScore	lvl6_StoryScore	lvl1_StoryScoreSequence	lvl2_StoryScoreSequence	lvl3_StoryScoreSequence	lvl4_StoryScoreSequence	lvl5_StoryScoreSequence	lvl6_StoryScoreSequence	ContinuesOnFail	GameComplete	lvl1_LevelTime	lvl1_LevelTime-Total Time	lvl1_LevelTime-Idle Time	lvl2_LevelTime	lvl2_LevelTime-Total Time	lvl2_LevelTime-Idle Time	lvl3_LevelTime	lvl3_LevelTime-Total Time	lvl3_LevelTime-Idle Time	lvl4_LevelTime	lvl4_LevelTime-Total Time	lvl4_LevelTime-Idle Time	lvl5_LevelTime	lvl5_LevelTime-Total Time	lvl5_LevelTime-Idle Time	lvl6_LevelTime	lvl6_LevelTime-Total Time	lvl6_LevelTime-Idle Time
"CorrectCampus"	"23093011192994887"	"0:15:04.408000"	"0:15:04.408000"	"0:00:00"	"[1,2,3,2,2,1]"	2	"text_click"	"GatherFloodingInfoFromAcademicPapers"	"Other"	false	false	false	true	2	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":1,\"Trust\":0}", "time": "2023-09-30 19:15:01", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-09-30 19:17:31", "index": 1}]	6	5	1	0	3	["tech"]	0	1	["endurance", "research"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 2, "tech": 1, "social": 2, "trust": 1, "research": 1}	{"endurance": 1, "resourceful": 2, "tech": 3, "social": 2, "trust": 2, "research": 1}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	true	false	false	false	false	false	["@4819301C", "@1A0B319F", "@D55E703E"]	["Bad", "Good", "Bad"]	["Photo", "Fact", "Quote"]	["@86A585D6", "@D632286E", "@07CEC29F"]	["Bad", "Bad", "Bad"]	["Photo", "Observation", "Graph"]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	["@4819301C", "@1A0B319F", "@D55E703E"]	[]	[]	[]	[]	[]	0.204	0	0	0	0	0	[0, 0, 0, 0]	[]	[]	[]	[]	[]	-2	0	0	0	0	0	[0, 0, 0, 0]	[]	[]	[]	[]	[]	0	false	478.797	478.797	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"
"CosmeticElk"	"23100211533234190"	"0:07:32.731000"	"0:07:32.731000"	"0:00:00"	"[1,2,1,1,3,3]"	0	"display_feedback_dialog"	"StoryFeedback"	"BetweenLevels"	true	false	false	false	4	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-10-02 15:55:42", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-10-02 15:56:31", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-10-02 15:57:26", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 15:59:25", "index": 3}]	1	1	0	0	3	["trust", "research"]	0	1	["endurance", "tech", "social"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"
"CottonyAirman"	"23092915181143282"	"0:00:02.940000"	"0:00:02.940000"	"0:00:00"	[0, 0, 0, 0, 0, 0]	0	"display_text_dialog"	"START"	"Other"	false	false	false	true	0	[]	0	0	0	0	0	[]	0	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"
"CovertGravel"	"23100214340360640"	"0:22:57.181000"	"0:18:01.639000"	"0:04:55.542000"	"[1,3,2,3,3,1]"	2	"show_popup_image"	"IgnoreTheHaters"	"Other"	false	false	false	true	8	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 18:40:07", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-10-02 18:40:43", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-10-02 18:41:25", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":2,\"Social\":0,\"Trust\":-1}", "time": "2023-10-02 18:53:48", "index": 3}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 18:54:33", "index": 4}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":2,\"Social\":0,\"Trust\":-1}", "time": "2023-10-02 18:55:19", "index": 5}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":0}", "time": "2023-10-02 19:01:08", "index": 6}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 19:01:26", "index": 7}]	8	2	3	3	3	["resourceful", "social", "trust"]	1	1	["endurance", "research"]	0	1	0	0	0	0	0	0	0	0	0	0	[{"endurance": 1, "resourceful": 3, "tech": 3, "social": 3, "trust": 2, "research": 1}]	[]	[]	[]	[]	[]	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 3, "tech": 2, "social": 3, "trust": 2, "research": 0}	{"endurance": 1, "resourceful": 3, "tech": 2, "social": 3, "trust": 3, "research": 1}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	true	false	false	false	false	false	["@D55E703E"]	["Bad"]	["Quote"]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	["@D55E703E"]	[]	[]	[]	[]	[]	-0.023	0	0	0	0	0	[0]	[]	[]	[]	[]	[]	-2	0	0	0	0	0	[0]	[]	[]	[]	[]	[]	1	false	999.3910000000001	1294.933	"0:04:55.542000"	-295.542	0	"0:04:55.542000"	-295.542	0	"0:04:55.542000"	-295.542	0	"0:04:55.542000"	-295.542	0	"0:04:55.542000"	-295.542	0	"0:04:55.542000"
"CovertGravel"	"23100215024758356"	"0:05:23.736000"	"0:05:23.736000"	"0:00:00"	"[1,3,3,3,3,1]"	2	"display_choices"	"None"	"Other"	false	false	false	true	3	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":0}", "time": "2023-10-02 19:03:27", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 19:03:46", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 19:05:40", "index": 2}]	4	2	0	2	3	["resourceful", "tech", "social", "trust"]	0	1	["endurance", "research"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": 1, "resourceful": 3, "tech": 3, "social": 3, "trust": 3, "research": 1}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	["@D632286E", "@07CEC29F", "@C0D60CE7", "@0BFDE181"]	["Bad", "Bad", "Great", "Great"]	["Observation", "Graph", "Quote", "Quote"]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[0, 0]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[0, 0]	[]	[]	[]	[]	0	false	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"
"CoweringPliers"	"23100215565834069"	"0:05:47.787000"	"0:05:47.787000"	"0:00:00"	"[1,2,1,1,1,2]"	0	"display_choices"	"None"	"Other"	false	false	false	true	2	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-10-02 20:01:27", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-10-02 20:03:23", "index": 1}]	1	0	1	0	2	["resourceful", "research"]	0	1	["endurance", "tech", "social", "trust"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"
"CoyLentil"	"23092911381877010"	"0:00:42.619000"	"0:00:42.619000"	"0:00:00"	[0, 0, 0, 0, 0, 0]	0	"display_text_dialog"	"CallYourEditor"	"Other"	false	false	false	true	0	[]	0	0	0	0	0	[]	0	0	[]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"
"CozyAlert"	"23092914210143172"	"0:35:33.137000"	"0:23:46.885000"	"0:11:46.252000"	"[1,2,3,2,2,3]"	2	"display_text_dialog"	"Level2Story3TheScienceStory"	"BetweenLevels"	true	false	false	false	5	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-09-29 18:28:42", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-09-29 18:33:38", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-09-29 18:35:27", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-09-29 18:39:35", "index": 3}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-09-29 18:47:58", "index": 4}]	8	1	4	3	3	["tech", "research"]	0	1	["endurance"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 2, "tech": 3, "social": 2, "trust": 2, "research": 3}	{"endurance": 1, "resourceful": 2, "tech": 3, "social": 2, "trust": 2, "research": 3}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	true	false	false	false	false	false	["@260B04B1", "@3A9CA0E7", "@932A76D4", "@B7A5E498", "@8228E43A"]	["Bad", "Great", "Great", "Good", "Good"]	["Quote", "Quote", "Photo", "Observation", "Photo"]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	["@260B04B1", "@3A9CA0E7", "@932A76D4", "@B7A5E498", "@8228E43A"]	[]	[]	[]	[]	[]	0.194	0	0	0	0	0	[0, 0, 0, 0]	[]	[]	[]	[]	[]	2	0	0	0	0	0	[0, 0, 0, 0]	[]	[]	[]	[]	[]	0	false	1412.853	2119.105	"0:11:46.252000"	-706.252	0	"0:11:46.252000"	-706.252	0	"0:11:46.252000"	-706.252	0	"0:11:46.252000"	-706.252	0	"0:11:46.252000"	-706.252	0	"0:11:46.252000"
"CozyAlert"	"23100215015461856"	"0:00:52.295000"	"0:00:52.295000"	"0:00:00"	"[1,2,3,2,3,3]"	2	"display_text_dialog"	"IgnoreTheHaters"	"Other"	false	false	false	true	1	[{"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":0}", "time": "2023-10-02 19:02:36", "index": 0}]	0	0	0	0	3	["tech", "trust", "research"]	0	1	["endurance"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": 1, "resourceful": 2, "tech": 3, "social": 2, "trust": 3, "research": 3}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	false	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"
"CrammedEndive"	"23092814353501582"	"17:09:13.482000"	"0:09:37.073000"	"16:59:36.409000"	"[1,3,2,2,2,3]"	1	"display_choices"	"None"	"Other"	false	false	false	true	3	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-09-28 19:37:24", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-09-28 19:38:06", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-09-28 19:44:11", "index": 2}]	0	0	0	0	3	["resourceful", "research"]	0	1	["endurance"]	0	0	0	0	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 3, "tech": 2, "social": 2, "trust": 2, "research": 3}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	false	false	false	false	false	false	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[0]	[]	[]	[]	[]	[]	0	0	0	0	0	0	[0]	[]	[]	[]	[]	[]	0	false	-60745.189	431.22	"16:59:36.409000"	-61176.409	0	"16:59:36.409000"	-61176.409	0	"16:59:36.409000"	-61176.409	0	"16:59:36.409000"	-61176.409	0	"16:59:36.409000"	-61176.409	0	"16:59:36.409000"
"CrammedPorch"	"23092913524460694"	"0:28:56.417000"	"0:28:56.417000"	"0:00:00"	"[2,4,3,3,3,3]"	4	"open_timer"	"None"	"Other"	false	false	false	true	9	[{"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-09-29 17:54:35", "index": 0}, {"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":1}", "time": "2023-09-29 17:55:13", "index": 1}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-09-29 18:02:00", "index": 2}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":1,\"Trust\":0}", "time": "2023-09-29 18:06:45", "index": 3}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":1}", "time": "2023-09-29 18:07:12", "index": 4}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":1,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-09-29 18:09:55", "index": 5}, {"skill": "{\"Research\":1,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":0}", "time": "2023-09-29 18:12:30", "index": 6}, {"skill": "{\"Research\":0,\"Resourceful\":1,\"Endurance\":0,\"Tech\":1,\"Social\":0,\"Trust\":0}", "time": "2023-09-29 18:14:02", "index": 7}, {"skill": "{\"Research\":0,\"Resourceful\":0,\"Endurance\":0,\"Tech\":0,\"Social\":0,\"Trust\":-1}", "time": "2023-09-29 18:15:14", "index": 8}]	15	4	6	5	4	["resourceful"]	0	2	["endurance"]	1	2	2	1	0	0	0	0	0	0	0	0	[]	[]	[]	[]	[]	[]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	{"endurance": 1, "resourceful": 3, "tech": 2, "social": 2, "trust": 2, "research": 3}	{"endurance": 1, "resourceful": 3, "tech": 3, "social": 2, "trust": 3, "research": 4}	{"endurance": 2, "resourceful": 4, "tech": 3, "social": 3, "trust": 3, "research": 3}	{"endurance": 2, "resourceful": 4, "tech": 3, "social": 3, "trust": 3, "research": 3}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	{"endurance": null, "resourceful": null, "tech": null, "social": null, "trust": null, "research": null}	true	true	true	false	false	false	["@C2C7B7FD", "@932A76D4"]	["Bad", "Great"]	["Photo", "Photo"]	["@912E9C4A", "@620E6928", "@97862C39", "@EB9ACCCF"]	["Good", "Good", "Great", "Good"]	["Quote", "Quote", "Photo", "Fact"]	["@2072DF3F", "@E7FE163C", "@F141D9AB", "@F4315E91", "@9EB5E286"]	["Bad", "Good", "Good", "Bad", "Bad"]	["Quote", "Quote", "Photo", "Quote", "Quote"]	[]	[]	[]	[]	[]	[]	[]	[]	[]	["@C2C7B7FD", "@932A76D4"]	["@912E9C4A", "@620E6928", "@97862C39", "@EB9ACCCF"]	["@2072DF3F", "@E7FE163C", "@F141D9AB", "@F4315E91", "@9EB5E286"]	[]	[]	[]	-0.031	0.255	0.586	0	0	0	[0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0]	[]	[]	[]	0	1	-3	0	0	0	[0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0]	[]	[]	[]	0	true	1631.1599999999999	1631.1599999999999	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"	0.0	0	"0:00:00"
